Latitude,Longitude,Elevation,minD,maxD,No. Temps,Gradient,No. Cond.,Conductivity,No.Heat Prod.,Heat Prod.,Heat Flow,No. sites
28.8787,-100.336,,,,,,,,,,81,
28.1824,-98.2941,,,,,,,,,,81,
29.0466,-97.1996,,,,,,,,,,81,
32.6579,-94.6469,,,,,,,,,,81,
31.2638,-93.8948,,,,,,,,,,81,
30.6975,-96.1458,,,,,,,,,,81,
26.1135,-98.141,,,,,,,,,,81,
32.5927,-94.6432,,,,,,,,,,81,
26.7172,-99.0867,,,,,,,,,,81,
29.513,-97.09,,,,,,,,,,81,
27.774,-99.0118,,,,,,,,,,81,
28.4456,-100.33,,,,,,,,,,80,
29.0093,-97.342,,,,,,,,,,80,
33.7716,-94.4181,,,,,,,,,,80,
28.59,-97.67,,,,,,,,,,80,
32.8687,-94.1305,,,,,,,,,,80,
32.4963,-94.7901,,,,,,,,,,80,
27.4412,-98.8681,,,,,,,,,,80,
28.4222,-98.0065,,,,,,,,,,80,
32.5421,-94.2064,,,,,,,,,,80,
27.8064,-98.5317,,,,,,,,,,80,
27.0221,-99.0147,,,,,,,,,,80,
28.71,-97.4,,,,,,,,,,80,
31.7471,-95.7116,,,,,,,,,,80,
28.5545,-97.7095,,,,,,,,,,80,
28.0661,-98.4939,,,,,,,,,,80,
32.5927,-94.6432,,,,,,,,,,80,
32.1327,-95.0514,,,,,,,,,,80,
32.1226,-94.55,,,,,,,,,,80,
33.4643,-95.1225,,,,,,,,,,80,
27.8067,-98.3171,,,,,,,,,,80,
28.3982,-97.7951,,,,,,,,,,80,
28.1236,-98.2662,,,,,,,,,,80,
31.5625,-96.3125,,,,,,,,,,80,
28.4674,-97.68,,,,,,,,,,80,
28.0661,-98.4939,,,,,,,,,,80,
28.0574,-98.3909,,,,,,,,,,80,
32.2262,-94.718,,,,,,,,,,80,
32.28,-94.695,,,,,,,,,,80,
28.9609,-97.4218,,,,,,,,,,80,
28.4972,-97.8269,,,,,,,,,,80,
32.5136,-94.2866,,,,,,,,,,80,
31.4044,-96.8721,,,,,,,,,,80,
31.0707,-96.8336,,,,,,,,,,80,
28.9389,-97.328,,,,,,,,,,80,
27.3643,-98.6057,,,,,,,,,,80,
28.1236,-98.2662,,,,,,,,,,79,
31.9195,-94.5488,,,,,,,,,,79,
27.3643,-98.6057,,,,,,,,,,79,
32.646,-94.0672,,,,,,,,,,79,
31.2247,-96.8341,,,,,,,,,,79,
33.5478,-94.1153,,,,,,,,,,79,
28.118,-98.1603,,,,,,,,,,79,
32.293,-94.0591,,,,,,,,,,79,
28.398,-99.273,,,,,,,,,,79,
30.7333,-95.9902,,,,,,,,,,79,
31.3187,-96.4961,,,,,,,,,,79,
31.5934,-96.8185,,,,,,,,,,79,
27.6236,-98.7638,,,,,,,,,,79,
28.5545,-97.7095,,,,,,,,,,79,
32.5421,-94.2064,,,,,,,,,,79,
31.9437,-95.9858,,,,,,,,,,79,
28.2607,-98.1964,,,,,,,,,,79,
32.0347,-94.3193,,,,,,,,,,79,
29.0093,-97.342,,,,,,,,,,79,
32.5811,-94.6215,,,,,,,,,,79,
31.2159,-94.3512,,,,,,,,,,79,
26.4699,-98.925,,,,,,,,,,79,
29.0466,-97.1996,,,,,,,,,,79,
30.5148,-96.0857,,,,,,,,,,79,
28.0574,-98.3909,,,,,,,,,,79,
28.2939,-98.0943,,,,,,,,,,79,
27.9422,-98.532,,,,,,,,,,79,
27.774,-99.0118,,,,,,,,,,79,
26.4521,-98.3043,,,,,,,,,,79,
30.0209,-96.4387,,,,,,,,,,79,
32.8501,-95.1067,,,,,,,,,,78,
28.8261,-97.7125,,,,,,,,,,78,
32.2855,-95.3257,,,,,,,,,,78,
33.5625,-94.4375,,,,,,,,,,78,
30.1628,-96.9369,,,,,,,,,,78,
27.9968,-99.0373,,,,,,,,,,78,
32.5927,-94.6432,,,,,,,,,,78,
28.5226,-97.6347,,,,,,,,,,78,
32.7823,-94.0775,,,,,,,,,,78,
33.2468,-94.5305,,,,,,,,,,78,
28.9389,-97.328,,,,,,,,,,78,
30.7333,-95.9902,,,,,,,,,,78,
28.3989,-97.8736,,,,,,,,,,78,
33.5478,-94.1153,,,,,,,,,,78,
31.4969,-96.3036,,,,,,,,,,78,
30.9793,-96.8903,,,,,,,,,,78,
33.5478,-94.1153,,,,,,,,,,78,
29.3933,-96.99,,,,,,,,,,78,
32.3159,-96.1386,,,,,,,,,,78,
32.9951,-94.7439,,,,,,,,,,78,
28.3982,-97.7951,,,,,,,,,,78,
33.2543,-94.4794,,,,,,,,,,78,
27.4412,-98.8681,,,,,,,,,,78,
28.2939,-98.0943,,,,,,,,,,78,
31.9745,-96.5059,,,,,,,,,,78,
28.9825,-97.528,,,,,,,,,,78,
27.8067,-98.3171,,,,,,,,,,78,
27.9484,-99.6676,,,,,,,,,,78,
26.7832,-99.0781,,,,,,,,,,77,
28.2607,-98.1964,,,,,,,,,,77,
27.8596,-98.6839,,,,,,,,,,77,
32.1711,-94.365,,,,,,,,,,77,
28.75,-97.64,,,,,,,,,,77,
32.9969,-94.1477,,,,,,,,,,77,
31.3799,-96.5123,,,,,,,,,,77,
31.8776,-96.4211,,,,,,,,,,77,
32.1869,-95.1125,,,,,,,,,,77,
28.1833,-98.1563,,,,,,,,,,77,
28.2649,-98.2799,,,,,,,,,,77,
30.1628,-96.9369,,,,,,,,,,77,
29.8373,-96.4927,,,,,,,,,,77,
32.4074,-94.2009,,,,,,,,,,77,
26.4521,-98.3043,,,,,,,,,,77,
27.9484,-99.6676,,,,,,,,,,77,
31.5322,-96.1726,,,,,,,,,,77,
28.54,-97.58,,,,,,,,,,77,
28.3903,-98.1738,,,,,,,,,,77,
31.4371,-95.3559,,,,,,,,,,77,
28.3345,-98.0855,,,,,,,,,,77,
27.5365,-98.4012,,,,,,,,,,77,
33.0338,-95.9662,,,,,,,,,,77,
30.955,-93.9003,,,,,,,,,,77,
31.5534,-93.9451,,,,,,,,,,77,
28.5545,-97.7095,,,,,,,,,,76,
33.3404,-94.6611,,,,,,,,,,76,
30.0029,-96.8232,,,,,,,,,,76,
31.9458,-96.0706,,,,,,,,,,76,
28.1824,-98.2941,,,,,,,,,,76,
33.6463,-94.3247,,,,,,,,,,76,
28.82,-97.27,,,,,,,,,,76,
31.3006,-94.0906,,,,,,,,,,76,
30.2538,-96.119,,,,,,,,,,76,
28.6625,-97.7824,,,,,,,,,,76,
29.1259,-97.5796,,,,,,,,,,76,
32.6287,-94.1842,,,,,,,,,,76,
32.0032,-96.193,,,,,,,,,,76,
33.3404,-94.6611,,,,,,,,,,76,
28.7287,-100.4,,,,,,,,,,76,
28.84,-97.46,,,,,,,,,,76,
32.0753,-94.6864,,,,,,,,,,76,
30.2264,-97.0833,,,,,,,,,,76,
32.5494,-94.8301,,,,,,,,,,76,
26.6072,-99.1447,,,,,,,,,,76,
32.2239,-94.2376,,,,,,,,,,76,
27.9484,-99.6676,,,,,,,,,,76,
31.9278,-94.6482,,,,,,,,,,76,
32.2862,-96.013,,,,,,,,,,76,
27.2193,-99.0455,,,,,,,,,,76,
31.8177,-94.7661,,,,,,,,,,76,
28.3798,-98.7428,,,,,,,,,,76,
31.5088,-94.889,,,,,,,,,,76,
31.5857,-96.1036,,,,,,,,,,76,
32.6854,-94.6109,,,,,,,,,,76,
28.8261,-97.7125,,,,,,,,,,76,
32.3015,-94.9911,,,,,,,,,,76,
27.0893,-98.9064,,,,,,,,,,76,
28.9213,-97.4929,,,,,,,,,,76,
33.102,-94.265,,,,,,,,,,76,
30.562,-96.39,,,,,,,,,,75,
26.6072,-99.1447,,,,,,,,,,75,
31.5203,-93.818,,,,,,,,,,75,
33.2794,-94.1955,,,,,,,,,,75,
26.4777,-98.4089,,,,,,,,,,75,
32.3993,-94.2997,,,,,,,,,,75,
31.371,-96.5116,,,,,,,,,,75,
27.4152,-99.4519,,,,,,,,,,75,
32.1178,-95.9301,,,,,,,,,,75,
32.4375,-96.1875,,,,,,,,,,75,
31.5735,-96.3777,,,,,,,,,,75,
32.3125,-94.3125,,,,,,,,,,75,
31.8796,-96.3472,,,,,,,,,,75,
32.9655,-94.4649,,,,,,,,,,75,
32.3419,-94.2031,,,,,,,,,,75,
28.3179,-99.0745,,,,,,,,,,75,
32.4027,-95.7781,,,,,,,,,,75,
31.8304,-94.2818,,,,,,,,,,75,
30.2657,-96.849,,,,,,,,,,75,
32.1339,-94.0611,,,,,,,,,,75,
27.5365,-98.4012,,,,,,,,,,75,
32.823,-94.4332,,,,,,,,,,75,
32.0529,-94.4795,,,,,,,,,,75,
31.2298,-94.0071,,,,,,,,,,75,
32.985,-95.76,,,,,,,,,,75,
30.1628,-96.9369,,,,,,,,,,75,
31.5697,-96.9316,,,,,,,,,,75,
32.0072,-96.9646,,,,,,,,,,75,
31.8177,-94.7661,,,,,,,,,,75,
32.9181,-96.2692,,,,,,,,,,75,
28.7739,-100.415,,,,,,,,,,75,
32.9027,-95.9197,,,,,,,,,,75,
31.8568,-96.4508,,,,,,,,,,75,
32.6569,-95.2401,,,,,,,,,,75,
31.4884,-95.8636,,,,,,,,,,75,
31.3187,-96.4961,,,,,,,,,,75,
33.5625,-94.6875,,,,,,,,,,75,
32.4651,-95.1047,,,,,,,,,,75,
26.6072,-99.1447,,,,,,,,,,75,
31.4884,-95.8636,,,,,,,,,,75,
31.5322,-96.1726,,,,,,,,,,75,
32.6287,-94.1842,,,,,,,,,,75,
33.0308,-95.52,,,,,,,,,,75,
28.2332,-98.6162,,,,,,,,,,75,
32.5837,-95.2556,,,,,,,,,,75,
33.1554,-94.4476,,,,,,,,,,75,
32.4651,-95.1047,,,,,,,,,,75,
32.6223,-94.9722,,,,,,,,,,75,
28.7187,-99.3871,,,,,,,,,,75,
31.8776,-96.4211,,,,,,,,,,75,
33.2085,-94.9459,,,,,,,,,,75,
32.6287,-94.1842,,,,,,,,,,75,
31.0092,-96.8935,,,,,,,,,,75,
28.5592,-98.1549,,,,,,,,,,75,
33.1536,-95.7546,,,,,,,,,,75,
31.7233,-95.3195,,,,,,,,,,75,
29.2667,-96.7475,,,,,,,,,,75,
33.1811,-94.7124,,,,,,,,,,75,
28.4921,-99.6926,,,,,,,,,,75,
32.0466,-96.3776,,,,,,,,,,75,
33.3662,-94.9432,,,,,,,,,,75,
32.8954,-94.8382,,,,,,,,,,75,
33.3836,-94.1636,,,,,,,,,,75,
32.3422,-96.6732,,,,,,,,,,75,
33.0459,-94.7989,,,,,,,,,,75,
33.2794,-94.1955,,,,,,,,,,74,
30.505,-94.7633,,,,,,,,,,74,
31.658,-96.5334,,,,,,,,,,74,
31.6961,-96.4062,,,,,,,,,,74,
32.2216,-94.7877,,,,,,,,,,74,
32.0466,-96.3776,,,,,,,,,,74,
28.9213,-97.4929,,,,,,,,,,74,
31.9127,-95.1094,,,,,,,,,,74,
31.7233,-95.3195,,,,,,,,,,74,
33.6667,-95.1371,,,,,,,,,,74,
32.4385,-97.3306,,,,,,,,,,74,
29.685,-96.513,,,,,,,,,,74,
32.9375,-94.0625,,,,,,,,,,74,
32.3074,-95.0911,,,,,,,,,,74,
31.4787,-93.8434,,,,,,,,,,74,
28.3179,-99.0745,,,,,,,,,,74,
32.3313,-95.4784,,,,,,,,,,74,
33.2799,-94.3409,,,,,,,,,,74,
32.3055,-94.5849,,,,,,,,,,74,
33.1587,-95.6247,,,,,,,,,,74,
31.7627,-93.8566,,,,,,,,,,74,
28.3345,-98.0855,,,,,,,,,,74,
32.4501,-94.1124,,,,,,,,,,74,
26.2203,-98.3813,,,,,,,,,,74,
31.7627,-93.8566,,,,,,,,,,74,
32.3217,-95.7047,,,,,,,,,,74,
29.6449,-96.1607,,,,,,,,,,74,
32.985,-95.76,,,,,,,,,,74,
32.6854,-94.6109,,,,,,,,,,74,
28.3345,-98.0855,,,,,,,,,,74,
26.9445,-98.173,,,,,,,,,,74,
26.5572,-98.1885,,,,,,,,,,74,
33.0558,-94.1077,,,,,,,,,,74,
31.6127,-96.2795,,,,,,,,,,74,
27.7003,-98.3002,,,,,,,,,,74,
31.9566,-94.2968,,,,,,,,,,74,
32.431,-96.0608,,,,,,,,,,74,
32.7374,-95.5914,,,,,,,,,,74,
32.457,-95.2697,,,,,,,,,,74,
32.9775,-94.2849,,,,,,,,,,74,
31.6926,-96.1324,,,,,,,,,,74,
28.6625,-97.7824,,,,,,,,,,74,
32.4757,-94.4201,,,,,,,,,,74,
33.2751,-94.1014,,,,,,,,,,74,
32.9504,-95.3842,,,,,,,,,,74,
31.1881,-96.4228,,,,,,,,,,74,
33.4322,-94.878,,,,,,,,,,74,
26.9146,-99.0913,,,,,,,,,,74,
32.1188,-94.7585,,,,,,,,,,74,
29.0671,-97.0953,,,,,,,,,,74,
31.3799,-96.5123,,,,,,,,,,74,
32.823,-94.2756,,,,,,,,,,74,
31.9826,-96.1648,,,,,,,,,,74,
30.4843,-96.167,,,,,,,,,,73,
27.7185,-98.5357,,,,,,,,,,73,
31.658,-96.5334,,,,,,,,,,73,
27.2207,-99.3873,,,,,,,,,,73,
31.8799,-94.4201,,,,,,,,,,73,
27.5445,-98.578,,,,,,,,,,73,
28.8571,-98.2427,,,,,,,,,,73,
32.1451,-95.6133,,,,,,,,,,73,
33.5294,-94.1367,,,,,,,,,,73,
32.4412,-95.9182,,,,,,,,,,73,
26.9445,-98.173,,,,,,,,,,73,
32.9775,-94.2849,,,,,,,,,,73,
31.5671,-96.5086,,,,,,,,,,73,
28.4211,-98.65,,,,,,,,,,73,
31.4111,-94.1514,,,,,,,,,,73,
26.2203,-98.3813,,,,,,,,,,73,
31.6878,-94.4536,,,,,,,,,,73,
26.0415,-97.7874,,,,,,,,,,73,
31.504,-95.8613,,,,,,,,,,73,
32.5576,-96.1123,,,,,,,,,,73,
32.2855,-95.3257,,,,,,,,,,73,
28.2607,-98.1964,,,,,,,,,,73,
27.4152,-99.4519,,,,,,,,,,73,
32.8511,-94.5706,,,,,,,,,,73,
32.6947,-94.9512,,,,,,,,,,73,
33.3752,-94.6026,,,,,,,,,,73,
32.1339,-94.0611,,,,,,,,,,73,
33.0185,-95.2085,,,,,,,,,,73,
30.5148,-96.0857,,,,,,,,,,73,
32.4501,-94.1124,,,,,,,,,,73,
29.198,-97.1965,,,,,,,,,,73,
26.5431,-98.0811,,,,,,,,,,73,
32.5482,-95.6266,,,,,,,,,,73,
33.0031,-94.228,,,,,,,,,,73,
32.3074,-95.0911,,,,,,,,,,73,
31.8003,-94.119,,,,,,,,,,73,
33.0152,-95.6638,,,,,,,,,,73,
26.5431,-98.0811,,,,,,,,,,73,
30.525,-96.2523,,,,,,,,,,73,
31.5534,-93.9451,,,,,,,,,,73,
29.9023,-100.541,,,,,,,,,,73,
31.2926,-94.1609,,,,,,,,,,73,
31.9437,-95.9858,,,,,,,,,,73,
32.2807,-94.4908,,,,,,,,,,73,
33.0031,-94.228,,,,,,,,,,73,
29.35,-96.59,,,,,,,,,,73,
33.1648,-94.0558,,,,,,,,,,73,
33.0031,-94.228,,,,,,,,,,73,
32.1125,-95.6109,,,,,,,,,,73,
32.3893,-96.2753,,,,,,,,,,73,
32.1125,-95.6109,,,,,,,,,,73,
32.0197,-94.124,,,,,,,,,,73,
32.595,-95.2911,,,,,,,,,,73,
32.431,-96.0608,,,,,,,,,,73,
28.0283,-99.3458,,,,,,,,,,73,
33.0525,-94.977,,,,,,,,,,73,
32.2044,-96.3987,,,,,,,,,,72,
33.1321,-94.3106,,,,,,,,,,72,
31.9261,-94.0252,,,,,,,,,,72,
28.1121,-98.722,,,,,,,,,,72,
31.683,-95.858,,,,,,,,,,72,
32.3074,-95.0911,,,,,,,,,,72,
31.3187,-96.4961,,,,,,,,,,72,
32.6995,-94.4526,,,,,,,,,,72,
26.4175,-99.0671,,,,,,,,,,72,
32.823,-94.2756,,,,,,,,,,72,
31.5322,-96.1726,,,,,,,,,,72,
32.9969,-94.1477,,,,,,,,,,72,
33.564,-94.7627,,,,,,,,,,72,
28.1112,-99.7677,,,,,,,,,,72,
31.4969,-96.3036,,,,,,,,,,72,
28.3334,-98.2775,,,,,,,,,,72,
31.2441,-96.1061,,,,,,,,,,72,
30.2937,-96.3908,,,,,,,,,,72,
31.4001,-96.6866,,,,,,,,,,72,
28.1372,-98.444,,,,,,,,,,72,
32.3669,-95.5057,,,,,,,,,,72,
32.3292,-95.1215,,,,,,,,,,72,
26.4521,-98.3043,,,,,,,,,,72,
32.485,-94.55,,,,,,,,,,72,
32.799,-94.8565,,,,,,,,,,72,
26.7337,-98.0814,,,,,,,,,,72,
28.4222,-98.0065,,,,,,,,,,72,
32.1519,-96.0021,,,,,,,,,,72,
29.8286,-96.2896,,,,,,,,,,72,
31.3633,-96.1975,,,,,,,,,,72,
30.199,-97.1363,,,,,,,,,,72,
32.1711,-94.365,,,,,,,,,,72,
30.8079,-96.7968,,,,,,,,,,72,
33.1651,-94.7931,,,,,,,,,,72,
32.985,-95.76,,,,,,,,,,72,
33.1648,-94.0558,,,,,,,,,,72,
30.6016,-96.6596,,,,,,,,,,72,
31.5671,-96.5086,,,,,,,,,,72,
30.6016,-96.6596,,,,,,,,,,72,
32.3292,-95.1215,,,,,,,,,,72,
28.0613,-98.6074,,,,,,,,,,72,
32.6875,-96.1875,,,,,,,,,,72,
31.0155,-96.4705,,,,,,,,,,72,
33.1647,-94.1593,,,,,,,,,,72,
31.823,-95.2426,,,,,,,,,,72,
33.1311,-95.1974,,,,,,,,,,72,
30.1764,-96.2554,,,,,,,,,,72,
33.0459,-94.7989,,,,,,,,,,72,
28.7263,-97.73,,,,,,,,,,72,
31.0782,-95.7603,,,,,,,,,,72,
31.8568,-96.4508,,,,,,,,,,72,
31.3262,-96.6575,,,,,,,,,,72,
27.47,-97.915,,,,,,,,,,72,
29.2783,-97.1125,,,,,,,,,,72,
31.9458,-96.0706,,,,,,,,,,72,
33.2598,-94.6159,,,,,,,,,,72,
31.728,-95.9108,,,,,,,,,,72,
27.8737,-99.6743,,,,,,,,,,72,
31.1875,-96.6875,,,,,,,,,,72,
31.1477,-96.5745,,,,,,,,,,72,
32.1738,-94.6215,,,,,,,,,,71,
28.3342,-98.6637,,,,,,,,,,71,
32.5625,-95.0625,,,,,,,,,,71,
31.773,-94.1337,,,,,,,,,,71,
31.1306,-96.7008,,,,,,,,,,71,
31.9278,-94.6482,,,,,,,,,,71,
26.5431,-98.0811,,,,,,,,,,71,
26.5431,-98.0811,,,,,,,,,,71,
30.9538,-96.5374,,,,,,,,,,71,
28.3989,-97.8736,,,,,,,,,,71,
33.1587,-95.1137,,,,,,,,,,71,
28.77,-97.27,,,,,,,,,,71,
31.782,-94.7022,,,,,,,,,,71,
32.2855,-95.3257,,,,,,,,,,71,
31.9845,-95.3332,,,,,,,,,,71,
32.4651,-95.1047,,,,,,,,,,71,
27.4152,-99.4519,,,,,,,,,,71,
33.3339,-95.0626,,,,,,,,,,71,
32.527,-95.045,,,,,,,,,,71,
31.9826,-96.1648,,,,,,,,,,71,
33.2638,-94.7756,,,,,,,,,,71,
27.4152,-99.4519,,,,,,,,,,71,
32.5766,-94.5766,,,,,,,,,,71,
29.9443,-96.7335,,,,,,,,,,71,
31.8304,-94.2818,,,,,,,,,,71,
28.7245,-100.201,,,,,,,,,,71,
28.1934,-99.3136,,,,,,,,,,71,
32.8303,-94.726,,,,,,,,,,71,
33.1136,-94.3787,,,,,,,,,,71,
32.4651,-95.1047,,,,,,,,,,71,
33.0096,-95.2998,,,,,,,,,,71,
31.5735,-96.3777,,,,,,,,,,71,
28.1372,-98.444,,,,,,,,,,71,
29.0469,-97.5082,,,,,,,,,,71,
30.1764,-96.2554,,,,,,,,,,71,
29.3375,-98.267,,,,,,,,,,71,
27.5176,-98.6986,,,,,,,,,,71,
26.7172,-99.0867,,,,,,,,,,71,
32.2184,-95.1354,,,,,,,,,,71,
28.1403,-98.3984,,,,,,,,,,71,
29.8677,-96.5067,,,,,,,,,,71,
28.0355,-98.4864,,,,,,,,,,71,
29.3375,-98.267,,,,,,,,,,71,
31.01,-97.655,,,,,,,,,,71,
31.8568,-96.4508,,,,,,,,,,71,
30.4152,-96.0127,,,,,,,,,,71,
31.2694,-96.6814,,,,,,,,,,71,
26.4777,-98.4089,,,,,,,,,,71,
31.3402,-96.7552,,,,,,,,,,71,
32.1711,-94.365,,,,,,,,,,71,
29.0466,-97.1996,,,,,,,,,,71,
32.0063,-95.449,,,,,,,,,,71,
32.5766,-94.5766,,,,,,,,,,71,
27.47,-97.915,,,,,,,,,,71,
30.3212,-97.327,,,,,,,,,,71,
27.89,-98.7105,,,,,,,,,,71,
31.7627,-93.8566,,,,,,,,,,71,
28.1403,-98.3984,,,,,,,,,,71,
32.4375,-96.1875,,,,,,,,,,71,
29.2883,-96.5358,,,,,,,,,,71,
31.371,-96.5116,,,,,,,,,,71,
33.4314,-95.2807,,,,,,,,,,71,
26.5572,-98.1885,,,,,,,,,,71,
28.8132,-95.691,,,,,,,,,,71,
32.7196,-96.4507,,,,,,,,,,71,
33.4101,-94.8718,,,,,,,,,,71,
31.039,-96.6276,,,,,,,,,,71,
30.7992,-95.191,,,,,,,,,,71,
27.3035,-98.8923,,,,,,,,,,71,
30.199,-97.1363,,,,,,,,,,71,
28.63,-97.49,,,,,,,,,,71,
31.2722,-93.8339,,,,,,,,,,71,
31.773,-94.1337,,,,,,,,,,71,
30.1977,-95.7178,,,,,,,,,,71,
31.4219,-96.4015,,,,,,,,,,71,
27.9179,-98.1709,,,,,,,,,,71,
31.6621,-95.1823,,,,,,,,,,71,
26.3347,-98.7607,,,,,,,,,,71,
29.917,-95.6957,,,,,,,,,,71,
31.9278,-94.6482,,,,,,,,,,71,
27.8064,-98.5317,,,,,,,,,,70,
28.1934,-99.3136,,,,,,,,,,70,
33.1554,-94.4476,,,,,,,,,,70,
32.0021,-96.3527,,,,,,,,,,70,
32.132,-95.9598,,,,,,,,,,70,
28.5641,-98.3638,,,,,,,,,,70,
26.9202,-99.1425,,,,,,,,,,70,
32.6743,-96.2718,,,,,,,,,,70,
31.8177,-94.7661,,,,,,,,,,70,
30.0633,-97.1381,,,,,,,,,,70,
32.2532,-95.5399,,,,,,,,,,70,
32.1629,-95.47,,,,,,,,,,70,
32.2563,-94.8139,,,,,,,,,,70,
31.4219,-96.4015,,,,,,,,,,70,
26.9019,-98.2773,,,,,,,,,,70,
29.6263,-96.7635,,,,,,,,,,70,
32.0233,-94.1129,,,,,,,,,,70,
33.0558,-94.1077,,,,,,,,,,70,
31.6445,-96.0157,,,,,,,,,,70,
28.6479,-100.045,,,,,,,,,,70,
33.0225,-94.5411,,,,,,,,,,70,
32.1607,-94.4527,,,,,,,,,,70,
31.7233,-95.3195,,,,,,,,,,70,
32.58,-94.0466,,,,,,,,,,70,
28.4393,-98.0671,,,,,,,,,,70,
27.9364,-98.4481,,,,,,,,,,70,
28.0745,-98.5247,,,,,,,,,,70,
31.958,-94.212,,,,,,,,,,70,
28.1372,-98.444,,,,,,,,,,70,
27.8561,-99.7761,,,,,,,,,,70,
30.5652,-96.8332,,,,,,,,,,70,
28.9213,-97.4929,,,,,,,,,,70,
29.9443,-96.7335,,,,,,,,,,70,
30.2538,-96.119,,,,,,,,,,70,
28.0099,-99.9247,,,,,,,,,,70,
31.6043,-96.6306,,,,,,,,,,70,
33.1752,-95.9779,,,,,,,,,,70,
32.6608,-96.0405,,,,,,,,,,70,
33.0225,-94.5411,,,,,,,,,,70,
33.5833,-94.4197,,,,,,,,,,70,
31.6865,-96.9715,,,,,,,,,,70,
32.4494,-95.739,,,,,,,,,,70,
32.5482,-95.6266,,,,,,,,,,70,
31.6445,-96.0157,,,,,,,,,,70,
28.3485,-99.1652,,,,,,,,,,70,
28.9609,-97.4218,,,,,,,,,,70,
32.293,-94.0591,,,,,,,,,,70,
28.3485,-99.1652,,,,,,,,,,70,
31.2722,-93.8339,,,,,,,,,,70,
31.3076,-96.1253,,,,,,,,,,70,
31.5611,-95.6427,,,,,,,,,,70,
32.1115,-95.3251,,,,,,,,,,70,
28.1875,-98.5275,,,,,,,,,,70,
33.1752,-95.9779,,,,,,,,,,70,
33.1587,-95.1137,,,,,,,,,,70,
32.1451,-95.6133,,,,,,,,,,70,
27.5445,-98.578,,,,,,,,,,70,
30.6846,-97.1573,,,,,,,,,,70,
26.4684,-98.813,,,,,,,,,,70,
30.996,-95.2413,,,,,,,,,,70,
28.7245,-100.201,,,,,,,,,,70,
32.5576,-96.1123,,,,,,,,,,70,
31.6018,-95.3602,,,,,,,,,,70,
30.9882,-96.699,,,,,,,,,,70,
31.7617,-93.8927,,,,,,,,,,70,
30.5652,-96.8332,,,,,,,,,,69,
32.054,-96.0856,,,,,,,,,,69,
28.8033,-100.359,,,,,,,,,,69,
30.4164,-96.8958,,,,,,,,,,69,
31.4491,-95.6888,,,,,,,,,,69,
32.6557,-95.8703,,,,,,,,,,69,
28.2654,-98.5241,,,,,,,,,,69,
30.0367,-96.3211,,,,,,,,,,69,
31.6282,-93.9465,,,,,,,,,,69,
31.1263,-96.3017,,,,,,,,,,69,
31.5392,-95.9863,,,,,,,,,,69,
28.3903,-98.1738,,,,,,,,,,69,
33.3006,-95.3186,,,,,,,,,,69,
32.5321,-96.2763,,,,,,,,,,69,
26.2369,-98.1669,,,,,,,,,,69,
28.118,-98.1603,,,,,,,,,,69,
33.6759,-95.6959,,,,,,,,,,69,
28.0355,-98.4864,,,,,,,,,,69,
31.773,-94.1337,,,,,,,,,,69,
30.0209,-96.4387,,,,,,,,,,69,
32.9375,-96.1875,,,,,,,,,,69,
33.0185,-95.2085,,,,,,,,,,69,
27.7092,-98.1415,,,,,,,,,,69,
31.955,-95.9754,,,,,,,,,,69,
33.5625,-94.9375,,,,,,,,,,69,
26.4173,-97.5196,,,,,,,,,,69,
28.9207,-98.0259,,,,,,,,,,69,
31.4491,-95.6888,,,,,,,,,,69,
32.6995,-94.4526,,,,,,,,,,69,
28.69,-97.47,,,,,,,,,,69,
31.8726,-95.9077,,,,,,,,,,69,
28.4867,-99.5638,,,,,,,,,,69,
29.2967,-96.7175,,,,,,,,,,69,
28.4393,-98.0671,,,,,,,,,,69,
29.5913,-95.8537,,,,,,,,,,69,
26.462,-97.9348,,,,,,,,,,69,
33.6749,-95.2563,,,,,,,,,,69,
28.5852,-99.53,,,,,,,,,,69,
29.0093,-97.342,,,,,,,,,,69,
28.3903,-98.1738,,,,,,,,,,69,
32.1125,-95.6109,,,,,,,,,,69,
31.9909,-95.6984,,,,,,,,,,69,
31.7571,-95.0025,,,,,,,,,,69,
30.7588,-95.2262,,,,,,,,,,69,
31.8899,-93.9842,,,,,,,,,,69,
29.8853,-96.9215,,,,,,,,,,69,
27.7056,-98.8252,,,,,,,,,,69,
31.9437,-94.8267,,,,,,,,,,69,
27.9364,-98.4481,,,,,,,,,,69,
33.4473,-95.2474,,,,,,,,,,69,
32.5638,-95.8861,,,,,,,,,,69,
32.823,-94.2756,,,,,,,,,,69,
28.78,-97.38,,,,,,,,,,69,
32.3018,-95.0367,,,,,,,,,,69,
32.0907,-95.685,,,,,,,,,,69,
29.2817,-96.9075,,,,,,,,,,69,
31.8788,-94.8964,,,,,,,,,,69,
28.9329,-99.0297,,,,,,,,,,69,
31.8264,-94.9581,,,,,,,,,,69,
31.3806,-96.0485,,,,,,,,,,69,
33.518,-95.0347,,,,,,,,,,69,
28.95,-97.1,,,,,,,,,,69,
28.3806,-97.6708,,,,,,,,,,69,
31.3709,-94.2555,,,,,,,,,,69,
31.3228,-95.9756,,,,,,,,,,69,
28.6779,-97.7665,,,,,,,,,,69,
31.937,-95.6136,,,,,,,,,,69,
32.9775,-94.2849,,,,,,,,,,69,
32.3018,-95.0367,,,,,,,,,,69,
