Latitude,Longitude,Elevation,minD,maxD,No. Temps,Gradient,No. Cond.,Conductivity,No.Heat Prod.,Heat Prod.,Heat Flow,No. sites
-0.2867,116.6469,,,1571,,35,,2.27,,,80,
-0.7083,116.6081,,,3656,,35,,1.88,,,66,
16.75,-57.6333,-5853,,,,12,,0.96,,,11,1
16.7833,-57.8167,-5853,,,,15,,0.84,,,13,1
16.5667,-57.8667,-4330,,,,54,,0.82,,,45,1
16.5833,-57.9,-4330,,,,54,,0.81,,,43,1
16.95,-58.4,-5890,,,,22,,0.84,,,20,1
16.3,-58.6167,-5599,,,,60,,0.78,,,47,1
-33.75,15,-4170,,2,2,77,,1.03,,,79,1
-33.25,11.9833,-4630,,2,2,43,,0.99,,,42,1
-32.5,9.0167,-5040,,1,1,40,,0.84,,,34,1
-32,6.1,-5210,,1,1,55,,0.84,,,46,1
-31.6167,2.7833,-4215,,2,2,4,,0.91,,,4,1
-31.35,1.9667,-4190,,2,2,100,,0.91,,,91,1
-30.8667,-0.9333,-3810,,2,2,41,,0.91,,,38,1
-30.2667,-4.35,-4890,,2,2,46,,0.9,,,42,1
-30.1,-5.75,-4340,,2,2,34,,0.92,,,31,1
-29.7167,-7.2667,-4150,,2,2,22,,0.93,,,20,1
-29.8,-8.4,-4155,,2,2,12,,0.93,,,11,1
5.0247,109.8314,,,2679,,35,,1.82,,,65,
-29.85,-9.4167,-3940,,2,2,21,,0.97,,,20,1
-29.8167,-10.3,-3735,,2,2,51,,0.96,,,49,1
-29.85,-11.1167,-3690,,2,2,50,,0.96,,,48,1
-29.9167,-11.9,-3400,,2,2,18,,0.96,,,17,1
-29.85,-12.7667,-3200,,2,2,50,,0.94,,,47,1
-29.75,-14.1833,-3385,,2,2,48,,0.94,,,45,1
-1.1336,131.4978,,,1215,,42,,2.3,,,96,
-29.8333,-14.85,-3735,,2,2,15,,0.94,,,14,1
-29.8333,-15.55,-3405,,2,2,32,,0.94,,,30,1
-27.3667,-12.5667,-3520,,2,2,99,,0.95,,,94,1
-27.45,-10.9333,-3580,,2,2,59,,0.95,,,56,1
-26.7833,-13.9,-2480,,1,1,75,,0.95,,,71,1
-25.9667,-14.85,-3785,,1,1,44,,0.95,,,42,1
-24.05,-15.5333,-4100,,2,2,5,,0.91,,,4,1
-23.7833,-14.45,-4000,,2,2,41,,0.91,,,38,1
-23.7,-12.2,-3580,,2,2,51,,0.91,,,47,1
-22.7167,-13.1167,-3605,,1,1,344,,0.95,,,327,1
-21.35,-11.5833,-2515,,2,2,358,,0.95,,,341,1
-21.25,-10.65,-3535,,2,2,45,,0.91,,,41,1
-20.1667,-11.5,-2925,,2,2,335,,0.91,,,306,1
-19.8833,-12.4333,-2710,,2,2,173,,0.91,,,158,1
-19.7333,-12.9167,-3500,,2,2,48,,0.91,,,44,1
-18.9667,-12.8167,-3125,,2,2,51,,0.91,,,47,1
-18.9667,-12,-2510,,2,2,214,,0.95,,,203,1
-18.5333,-10.25,-3395,,2,2,21,,0.9,,,19,1
-18.1333,-11.25,-3305,,2,2,34,,0.91,,,31,1
-1.0011,131.1094,,,2021,,34,,2.12,,,71,
-17.65,-12.3667,-3440,,2,2,74,,0.91,,,67,1
-17.25,-13.3333,-3340,,2,2,22,,0.91,,,20,1
-16.7667,-14.5,-3455,,2,2,62,,0.91,,,57,1
-16.25,-15.75,-3435,,2,2,20,,0.91,,,18,1
-15.8,-16.8333,-3820,,2,2,107,,0.91,,,98,1
-15.3833,-17.9,-4390,,2,2,23,,0.91,,,21,1
-14.9167,-19.3667,-4230,,2,2,19,,0.94,,,18,1
-10,-15.4333,-3595,,2,2,13,,0.93,,,12,1
-9.1833,-13.3333,-2690,,2,2,4,,0.9,,,3,1
-9.05,-10.4833,-3550,,2,2,18,,0.93,,,17,1
-6.7167,-13.45,-3245,,2,2,12,,0.91,,,11,1
-5.6833,-11.2,-2905,,2,2,118,,0.91,,,108,1
-4.95,-9.4667,-3500,,2,2,53,,0.91,,,48,1
-0.9333,-10.6167,-4040,,2,2,50,,0.89,,,45,1
-0.4667,-10.85,-4350,,2,2,42,,0.89,,,37,1
0.05,-11.0333,-4125,,2,2,68,,0.89,,,61,1
0.4333,-11.2333,-4215,,2,2,85,,0.89,,,75,1
0.8667,-11.4667,-4950,,2,2,7,,0.89,,,6,1
2.6333,-12.2,-4735,,2,2,76,,0.76,,,57,1
5.0167,-12.75,-4390,,2,2,82,,0.8,,,65,1
7.4,-17.1333,-4800,,2,2,71,,0.82,,,58,1
6.7833,-19.3,-4360,,2,2,46,,0.88,,,40,1
6.35,-20.8167,-3590,,2,2,58,,0.89,,,51,1
5.1167,-25.25,-4360,,2,2,92,,0.9,,,83,1
3.35,-30.8667,-2590,,2,2,16,,0.98,,,16,1
3.3,-31,-2820,,2,2,116,,0.97,,,112,1
3.25,-31.5833,-2415,,1,1,100,,0.97,,,96,1
3.95,-34.0667,-3340,,2,2,82,,0.96,,,78,1
5.7,-32.85,-2955,,2,2,223,,0.96,,,213,1
5.9833,-32.4667,-3300,,2,2,226,,0.97,,,219,1
8.4333,-34.3833,-4790,,2,2,76,,0.85,,,65,1
9.65,-37.6667,-4045,,2,2,11,,0.9,,,10,1
9.5667,-39.5333,-3340,,2,2,57,,0.96,,,55,1
9.6833,-40.8167,-2315,,1,1,74,,0.96,,,71,1
9.75,-41.3,-3295,,2,2,74,,0.96,,,71,1
11.5833,-44.05,-2755,,1,1,105,,0.96,,,100,1
11.5667,-44.8,-3830,,2,2,40,,0.89,,,35,1
11.5667,-45.55,-4105,,2,2,111,,0.87,,,96,1
12.2833,-46.2167,-4515,,2,2,22,,0.87,,,19,1
14.9833,-58.3167,-3535,,2,2,32,,0.93,,,30,1
15.0667,-59.9667,-4480,,2,2,32,,0.92,,,30,1
15.0667,-60.5,-2335,,1,1,93,,0.9,,,84,1
15.0333,-62.25,-2720,,2,2,93,,0.9,,,84,1
15,-63.8333,-2080,,2,2,66,,0.86,,,57,1
33.65,161.65,-5605,,,,68,,0.84,,,57,1
34.3833,142.25,-7490,,,3,63,,0.93,,,58,1
34.0667,142.9333,-5110,,,,60,,0.87,,,52,1
33.8833,145.4333,-5770,,,2,55,,0.76,,,42,1
39.3667,150.05,-5480,,,2,174,7,0.8,,,138,1
39.5,143.4667,-2800,,,3,55,7,0.9,,,49,1
34.5333,139.7667,-1710,,,2,57,,1.06,,,61,1
29.8833,137.9333,-3960,,,,40,,0.86,,,34,1
32.5833,138.1,-3970,,,,120,,1.01,,,121,1
40.0333,142.5167,-810,,,,70,,0.73,,,53,1
43.4333,148.25,-5175,,,,41,,0.64,,,26,1
40.4667,142.9833,-1550,,,,46,,0.9,,,42,1
39.7,145.4167,-5315,,,,61,,0.76,,,47,1
40.4,145.6667,-5215,,,,34,,0.7,,,24,1
41.8667,145.15,-4435,,,,36,,0.75,,,27,1
41.0333,146,-5495,,,,57,,1.02,,,58,1
33.75,-119.5167,-1900,,2,2,72,,0.84,,,60,1
33.9667,-122.5667,-4200,,2,2,30,,0.79,,,24,1
34.0333,-125.25,-4640,,2,2,60,,0.76,,,45,1
40.37,-121.47,1828,0,105,,,,1.88,,,,
36.0667,-125.0667,-4450,,2,2,50,,0.78,,,39,1
38.4167,-126.15,-4230,,2,2,170,,0.85,,,144,1
39.7833,-126.35,-4140,,2,2,96,,0.85,,,82,1
40.55,-126.5167,-3150,,1,1,189,,0.86,,,163,1
40.39,-121.36,1786,0,185,,,,1.88,,,,
40.9333,-126.5167,-3120,,2,2,235,,0.82,,,193,1
40.34,-121.39,1817,,,,,,2.13,,,,
41.5,-126.5333,-2960,,2,2,306,,0.79,,,242,1
6.2017,115.4314,,,1857,,,,2.61,,,,
40.38,-121.41,1740,0,93,,,,2.34,,,,
40.6,-127.4167,-3280,,2,2,284,,0.82,,,233,1
40.1167,-128.1667,-4510,,2,2,98,,0.8,,,79,1
40.6667,-129.2167,-3220,,2,2,201,,0.86,,,173,1
40,-131,-4520,,2,2,60,,0.8,,,48,1
42.0333,-133.1167,-3870,,2,2,40,,0.78,,,31,1
40.4167,-133.1,-4070,,2,2,36,,0.84,,,30,1
39.5,-133.0833,-4750,,2,2,17,,0.87,,,15,1
41.1,-135.5333,-4060,,2,2,48,,0.87,,,42,1
41.1167,-151.3667,-5100,,2,2,91,,0.85,,,77,1
39.35,-149.9333,-5500,,2,2,19,,0.85,,,16,1
40.6333,-149.0167,-4840,,2,2,91,,0.87,,,79,1
40.7833,-146,-4720,,2,2,50,,0.88,,,44,1
40.6833,-142.8667,-4730,,2,2,61,,0.82,,,50,1
32.97,-115.18,,,,,,,1.76,,,,
40.7333,-139.3667,-4520,,2,2,91,,0.86,,,79,1
38.6667,-142.6,-5290,,2,2,63,,0.85,,,53,1
39.0833,-139.4333,-5290,,2,2,87,,0.86,,,75,1
38.0333,-137.9667,-5380,,2,2,86,,0.83,,,71,1
39.55,-135.9833,-5140,,2,2,49,,0.84,,,41,1
38,-134,-4810,,2,2,85,,0.85,,,72,1
39.5333,-133.0833,-4740,,2,2,5,,0.87,,,4,1
39.5,-131.7833,-4510,,2,2,23,,0.85,,,19,1
40.7333,-131.75,-3640,,2,2,49,,0.82,,,40,1
39.6,-129.5167,-4540,,2,2,59,,0.8,,,47,1
38.0167,-128.7667,-4750,,2,2,83,,0.85,,,70,1
32.6,-118.1,-2010,,2,2,99,,0.83,,,82,1
32.5333,-117.5167,-1240,,2,2,110,,0.77,,,85,1
32.5333,-117.5167,-1230,,2,2,141,,0.77,,,108,1
32.4833,-118.05,-1890,,2,2,147,,0.79,,,116,1
32.2333,-118.45,-1630,,2,2,95,,0.79,,,75,1
32.05,-118.8333,-1480,,2,2,95,,0.83,,,79,1
31.8333,-119.1,-1690,,2,2,115,,0.79,,,90,1
31.6167,-119.5833,-3720,,2,2,44,,0.81,,,35,1
31.4333,-120.0667,-3970,,2,2,89,,0.78,,,70,1
31.2333,-120.5333,-3840,,2,2,87,,0.79,,,69,1
31.0167,-120.9167,-3970,,2,2,130,,0.83,,,108,1
30.8,-121.5167,-4100,,2,2,120,,0.85,,,101,1
29.05,-121.0667,-4160,,2,2,15,,0.88,,,13,1
29.15,-120.5833,-3910,,2,2,83,,0.83,,,69,1
29.2667,-120.0667,-3830,,2,2,230,,0.81,,,185,1
29.3667,-119.5833,-3710,,2,2,120,,0.83,,,100,1
29.5833,-118.9333,-3800,,2,2,81,,0.85,,,69,1
29.6167,-118.45,-3570,,2,2,19,,0.86,,,16,1
29.55,-117.9833,-3580,,2,2,129,,0.85,,,109,1
28.8667,-117.4333,-3550,,2,2,211,,0.81,,,171,1
28.9667,-117.35,-3550,,2,2,92,,0.81,,,75,1
29.1,-117.4667,-3620,,2,2,97,,0.81,,,79,1
29.9,-117.6,-2840,,2,2,112,,0.87,,,98,1
31.2667,-117.75,-1930,,2,2,106,,0.89,,,94,1
31.25,-117.7667,-1950,,2,2,158,,0.89,,,140,1
30.9,-117.8833,-2050,,2,2,92,,0.85,,,78,1
30.8833,-117.8833,-2040,,2,2,98,,0.85,,,83,1
30.3,-117.5167,-3250,,2,2,142,,0.85,,,121,1
29.3,-117.4833,-3950,,2,2,158,,0.85,,,134,1
28.95,-117.5167,-3480,,2,2,114,,0.87,,,99,1
41.23,-120.51,1635,15,104,,,,,,,,
29.15,-116.7167,-4060,,2,2,129,,0.87,,,113,1
29.1333,-116.7,-4070,,2,2,133,,0.87,,,116,1
41.51,-121.29,1365,,,,,,1.84,,,,
30.5,-116.5,-2840,,2,2,150,,0.85,,,129,1
30.5167,-116.55,-2840,,2,2,139,,0.85,,,119,1
31.45,-120.9833,-3835,,2,2,53,,0.79,,,42,1
29.6833,-121.6,-4000,,2,2,96,,0.82,,,79,1
32.5833,-117.5167,-1225,,2,2,112,,0.77,,,86,1
32.55,-117.5167,-1220,,2,2,108,,0.77,,,83,1
31.1833,-119.2667,-3690,,,,63,,0.85,,,54,1
39.1833,-65.4333,-4730,,,2,,,0.84,,,46,1
34.8333,-70.25,-4716,1,6,2,,,0.8,,,34,1
12.5667,-66.3,-4529,1,5,3,40,,0.84,,,34,1
13.9833,-71.7167,-3948,1,5,3,75,,0.84,,,63,1
12.0667,-74.9,-3611,0,5,1,50,,0.84,,,42,1
14.1833,-76.5333,-4087,2,3,2,60,,0.84,,,50,1
14.8333,-73.8333,-3460,3,5,2,50,,0.84,,,42,1
14.6,-70.95,-3525,1,12,2,50,,0.84,,,42,1
39.5333,-65.825,-4330,,,2,47,,0.96,,,45,1
39.55,-66.2833,-4325,,,1,57,,0.99,,,63,1
39.7833,-65.2583,-4467,,,2,48,,0.9,,,43,1
39.4417,-65.15,-4757,,,2,53,,0.88,,,47,1
39.7667,-66.4667,-3922,,,2,54,,0.88,,,48,1
35.05,-118.9,201,0,269,,18,,,,,,
35.3,-119.18,104,0,168,,34,,,,,,
35.32,-118.96,119,0,326,,23,,,,,,
35.35,-119.4,85,0,185,,30,,,,,,
35.42,-119.25,101,0,160,,36,,,,,,
35.48,-119.17,120,0,198,,34,,,,,,
35.49,-119.36,95,0,200,,37,,,,,,
35.93,-119.28,82,0,194,,20,,,,,,
35.99,-119.11,123,0,371,,20,,,,,,
36.05,-119.2,101,0,121,,21,,,,,,
36.06,-119.36,76,0,121,,26,,,,,,
36.14,-119.95,75,0,12,,24,,,,,,
36.17,-119.13,113,0,93,,33,,,,,,
36.19,-119.23,92,0,256,,25,,,,,,
36.2,-119.5,73,0,134,,18,,,,,,
36.23,-120.07,99,0,307,,25,,,,,,
36.25,-120.31,311,0,1000,,20,,,,,,
36.25,-120.33,366,0,479,,30,,,,,,
36.26,-119.62,70,0,49,,28,,,,,,
36.32,-120.24,100,0,326,,18,,,,,,
36.32,-119.2,107,0,101,,19,,,,,,
36.43,-120.26,88,0,182,,33,,,,,,
36.44,-120.31,104,0,183,,32,,,,,,
36.49,-120.33,101,0,612,,28,,,,,,
36.57,-120.28,57,0,246,,40,,,,,,
36.62,-120.62,235,0,152,,51,,,,,,
36.63,-120.46,77,0,160,,38,,,,,,
36.65,-120.53,116,0,290,,38,,,,,,
36.73,-120.6,107,0,223,,38,,,,,,
36.76,-120.31,50,0,179,,20,,,,,,
36.84,-120.2,58,0,192,,26,,,,,,
36.88,-119.95,87,0,103,,20,,,,,,
36.89,-120.65,48,0,294,,38,,,,,,
36.91,-120.14,66,0,50,,26,,,,,,
36.91,-120.14,67,0,104,,26,,,,,,
36.93,-120.34,48,0,64,,16,,,,,,
36.93,-120.34,48,0,231,,22,,,,,,
36.96,-120.75,38,0,44,,60,,,,,,
36.98,-120.22,62,0,39,,35,,,,,,
37.11,-120.33,67,0,116,,31,,,,,,
37.11,-120.57,43,0,98,,29,,,,,,
37.13,-120.2,82,0,205,,23,,,,,,
37.13,-120.78,27,0,127,,28,,,,,,
37.14,-120.95,28,0,145,,42,,,,,,
37.14,-120.91,27,0,152,,43,,,,,,
39.63,-122.23,56,0,92,,8,,,,,,
39.44,-122.19,31,0,173,,12,,,,,,
40.03,-122.37,,,,,6,,,,,,
39.13,-121.47,,,,,1,,,,,,
40.07,-122.11,69,0,254,,22,,,,,,
39.73,-121.87,51,0,157,,12,,,,,,
40.03,-122.19,83,0,149,,21,,,,,,
40.33,-122.28,169,0,122,,8,,,,,,
38.98,-122.08,75,0,119,,4,,,,,,
37.74,-122.1,,110,151,,28,,3.03,,,,
37.54,-122.1,,76,168,,,,3.1,,,,
37.65,-122.01,,140,148,,49,,2.88,,,,
37.65,-122.01,,140,148,,29,,2.88,,,,
37.61,-121.97,,168,183,,,,2.98,,,,
34.82,-120.32,293,615,780,,,,1.4,,,,
34.82,-120.32,293,335,780,,,,1.34,,,,
34.82,-120.32,293,335,580,,,,1.31,,,,
34.82,-120.32,293,460,610,,,,1.31,,,,
34.91,-120.42,82,530,640,,,,2.03,,,,
34.91,-120.42,82,530,1220,,,,1.88,,,,
34.91,-120.42,82,1160,1220,,,,1.71,,,,
34.91,-120.42,82,645,1155,,,,1.69,,,,
34.82,-120.32,341,520,790,,,,1.4,,,,
34.82,-120.32,341,550,700,,,,1.4,,,,
34.82,-120.32,341,305,790,,,,1.35,,,,
34.82,-120.32,341,305,490,,,,1.31,,,,
34.82,-120.32,341,335,520,,,,1.31,,,,
34.92,-120.4,111,500,595,,,,2.03,,,,
34.92,-120.4,111,460,885,,,,1.78,,,,
34.92,-120.4,111,760,850,,,,1.71,,,,
34.92,-120.4,111,460,730,,,,1.69,,,,
34.92,-120.4,111,640,885,,,,1.69,,,,
34.8,-120.31,259,400,670,,,,1.4,,,,
34.8,-120.31,259,230,670,,,,1.36,,,,
34.8,-120.31,259,230,380,,,,1.31,,,,
34.74,-120.17,327,380,425,,,,2.07,,,,
35,-120.61,44,60,335,,,,1.83,,,,
35,-120.61,44,275,365,,,,1.83,,,,
35,-120.61,44,60,760,,,,1.72,,,,
35,-120.61,44,550,760,,,,1.62,,,,
35,-120.61,44,365,760,,,,1.61,,,,
34.47,-120.68,,1525,1830,,,,2.23,,,,
34.47,-120.68,,1525,2195,,,,2.23,,,,
34.47,-120.68,,1585,1800,,,,2.23,,,,
34.47,-120.68,,1675,1770,,,,2.23,,,,
34.47,-120.68,,1830,2130,,,,2.23,,,,
34.47,-120.68,,1830,2195,,,,2.23,,,,
34.45,-120.46,9,455,580,,,,2.41,,,,
34.45,-120.46,9,455,610,,,,2.41,,,,
34.45,-120.46,9,340,610,,,,1.86,,,,
34.45,-120.46,9,340,425,,,,1.31,,,,
34.45,-120.46,9,350,440,,,,1.31,,,,
34.84,-120.42,228,150,275,,,,1.3,,,,
34.84,-120.42,228,45,275,,,,1.18,,,,
34.84,-120.42,228,45,140,,,,1.07,,,,
34.71,-120.44,152,135,180,,,,1.92,,,,
34.71,-120.44,152,580,685,,,,1.39,,,,
34.71,-120.44,152,335,520,,,,1.28,,,,
34.71,-120.44,152,215,685,,,,1.26,,,,
34.71,-120.44,152,215,305,,,,1.12,,,,
34.7,-120.44,119,585,790,,,,1.39,,,,
34.7,-120.44,119,365,790,,,,1.33,,,,
34.7,-120.44,119,365,580,,,,1.28,,,,
34.93,-120.5,56,305,550,,,,2.03,,,,
34.93,-120.5,56,1220,1400,,,,1.74,,,,
34.93,-120.5,56,670,1400,,,,1.72,,,,
34.93,-120.5,56,670,1130,,,,1.69,,,,
34.88,-120.32,138,365,565,,,,1.74,,,,
34.92,-120.41,89,395,515,,,,2.03,,,,
34.92,-120.41,89,120,180,,,,1.92,,,,
34.92,-120.41,89,150,305,,,,1.92,,,,
34.92,-120.41,89,210,335,,,,1.92,,,,
34.92,-120.41,89,395,700,,,,1.86,,,,
34.92,-120.41,89,520,700,,,,1.69,,,,
40.0333,146.0333,,,,,59,,0.67,,,40,1
38.1833,133.75,-970,,2,,108,,0.83,,,89,1
40.7833,132.0667,-3080,,2,,33,,0.75,,,26,1
40.8,134.4,-3400,,2,,130,,0.75,,,98,1
38.0167,135.95,-2550,,2,,139,,0.73,,,102,1
40.2167,136.8667,-2525,,2,,80,,0.71,,,59,1
40.9833,137.4,-3420,,2,,96,,0.87,,,83,1
40.3833,139.1833,-2670,,2,,118,,0.82,,,85,1
39.4833,137.9833,-2510,,2,,72,,0.76,,,54,1
39,139.1667,,,,,83,,0.7,,,58,1
38.5333,139.1667,,,,,26,,0.76,,,21,1
37.35,134.1167,-2440,,2,,145,,0.77,,,111,1
39.1667,133.0333,-2720,,2,,118,,0.66,,,77,1
40.0167,132.4833,-3330,,2,,136,,0.69,,,94,1
41.0167,131.9,-3470,,2,,134,,0.67,,,89,1
41.3333,132.8,-3600,,2,,121,,0.65,,,79,1
41.5667,133.5833,-3650,,2,,129,,0.65,,,85,1
39.9167,134.8333,-1450,,2,,109,,0.69,,,75,1
38.9667,135.4167,-3180,,2,,116,,0.71,,,87,1
38.0333,135.95,-2740,,2,,135,,0.69,,,93,1
38.2167,137.8667,-1970,,2,,125,,0.75,,,94,1
39.2167,137.4167,-2340,,,,106,,0.82,,,87,1
40.1333,136.7333,-2650,,2,,147,,0.75,,,110,1
41.05,136.1,-3450,,2,,125,,0.65,,,82,1
42,138.1667,,,,,133,,0.79,,,105,1
41.9833,139.3833,-1480,,2,,141,,0.8,,,113,1
43.5333,140.3333,-700,,2,,115,,0.68,,,78,1
43.9833,139.3333,-1710,,2,,122,,0.75,,,92,1
44.5167,138.4333,-2430,,2,,113,,0.72,,,81,1
44.9833,137.4833,-1630,,2,,134,,0.72,,,97,1
45,138.6,-2150,,0,,45,,0.75,,,34,1
45.0333,139.6167,-855,,2,,93,,0.8,,,80,1
45.0833,140.7333,-330,,,,131,,0.85,,,112,1
-9.7,-136.475,-4329,0,4,3,96,4,0.72,,,69,1
-8,-133.8333,-4696,3,7,3,124,6,0.65,,,81,1
-7.3333,-133.05,-4477,2,10,3,99,9,0.64,,,63,1
-5.3167,-130.3667,-4661,4,8,2,57,4,0.69,,,39,1
-3.6167,-127.6833,-4564,2,11,3,23,4,0.69,,,16,1
-2.85,-126.2,-4612,2,11,3,33,6,0.74,,,25,1
-2.0917,-124.6167,-4550,2,11,3,27,6,0.9,,,25,1
-1.2333,-122.9167,-4389,1,10,2,48,4,0.97,,,47,1
1.05,-120.7667,-4371,2,8,3,36,5,0.97,,,35,1
2.2083,-119.675,-4332,1,4,2,152,8,0.96,,,146,1
3.1667,-118.4583,-4217,2,9,3,71,8,0.89,,,63,1
4.2333,-117,-4161,2,9,3,37,5,0.92,,,34,1
6.3833,-113.5333,-4104,4,11,3,15,5,0.77,,,12,1
8.0167,-109.3083,-4065,1,12,2,192,4,0.7,,,134,1
8.7667,-107.15,-3488,4,7,2,174,3,0.77,,,133,1
10.2667,-103.0833,-3190,3,6,2,191,2,0.65,,,124,1
11.9,-100.7333,-3360,0,9,1,122,4,0.69,,,84,1
12.6333,-99.45,-3426,3,8,2,160,4,0.69,,,110,1
12.9,-98.875,-3342,0,2,1,96,,0.75,,,72,1
12.8167,-97.7833,-3720,3,14,3,27,4,0.72,,,19,1
13.15,-97.1167,-3590,1,15,4,64,,0.75,,,48,1
13.3167,-96.85,-2757,0,3,1,541,1,0.77,,,418,1
14.5167,-96.3,-3890,5,8,2,155,5,0.8,,,124,1
12.7833,-96.2833,-3987,,,3,76,,0.76,,,58,1
8.8167,-97.2667,-3793,,,3,66,,0.67,,,44,1
6.6167,-88.4083,-3247,4,12,2,191,,0.67,,,128,1
6.725,-86.5,-2892,10,17,2,56,4,0.76,,,43,1
6.0667,-85.7167,-1819,4,12,3,153,,0.82,,,126,1
5.6917,-85.2667,-1840,4,12,3,141,,0.9,,,127,1
5.3,-84.75,-3005,7,16,3,140,,0.74,,,105,1
5.5583,-83.4083,-3064,8,12,2,195,,0.74,,,144,1
6.1,-82.0833,-3031,9,17,2,191,,0.75,,,144,1
6.7,-80.7,-3424,2,12,3,170,,0.75,,,128,1
7.0667,-78.9833,-3345,6,12,2,163,8,0.71,,,115,1
4.9333,-78.2667,-3819,3,13,2,283,5,0.9,,,256,1
3.2,-80.1333,-1711,3,10,3,91,5,0.87,,,79,1
2.4667,-81.7,-2398,5,12,2,112,7,0.75,,,84,1
-2.3667,-84.65,-2724,1,15,3,7,6,0.74,,,5,1
-3.5833,-83.9333,-3153,3,17,3,117,5,0.7,,,82,1
-11.9833,-81.5167,-4749,2,7,2,121,4,0.64,,,77,1
-13.2167,-92.8833,-3647,3,7,2,83,4,0.92,,,76,1
-16.35,-104.8,-4199,4,10,2,74,3,1.01,,,75,1
-17.0167,-108.8667,-3624,0,6,2,76,3,1.04,,,79,1
-17.0167,-110.3833,-3449,3,6,2,71,,0.88,,,63,1
-17,-110.85,-3438,3,6,2,58,3,0.93,,,54,1
-17,-111.2,-3537,3,7,2,44,3,0.86,,,38,1
-17.0167,-111.55,-3320,3,7,2,57,,0.88,,,50,1
-17.0333,-111.8833,-3256,3,7,2,67,,0.88,,,59,1
-17.0333,-112.2,-3184,3,7,2,157,,0.88,,,138,1
-17.0167,-112.5667,-2981,3,7,2,110,,0.88,,,96,1
-17.0167,-112.9167,-3171,0,4,1,81,,0.88,,,71,1
-17.0167,-113.5167,-3056,3,7,2,86,,0.88,,,75,1
-17.0333,-113.9,-2830,1,7,3,167,,0.88,,,146,1
-17,-114.1833,-3177,0,6,3,76,,0.88,,,67,1
-17,-114.5333,-3139,1,7,3,100,,0.88,,,88,1
-17,-114.8833,-3157,1,13,3,76,,0.88,,,67,1
-16.9667,-115.2,-3270,1,13,3,24,,0.88,,,21,1
-16.9667,-115.55,-3300,7,13,2,338,,0.88,,,297,1
-16.9667,-115.9333,-3336,7,13,2,100,,0.88,,,88,1
-16.95,-116.3,-3407,7,13,2,67,,0.88,,,59,1
-16.9667,-116.8,-3374,7,13,2,105,,0.88,,,92,1
-16.9833,-117.8833,-3422,7,13,2,76,,0.88,,,67,1
-16.65,-124.3833,-3760,2,7,2,43,,0.88,,,38,1
26.4667,-68.4167,-5287,3,9,2,55,,0.84,,,46,1
38.75,-67.55,-4202,6,11,2,57,,0.8,,,45,1
39.1833,-65.4333,-4920,3,8,2,54,,0.84,,,46,1
34.8333,-70.25,-4717,,,2,44,,0.8,,,35,1
32.6,-71.3167,-5393,3,7,2,60,,0.8,,,48,1
28.3333,-68.1,-5264,1,6,2,70,1,0.8,,,56,1
27.4667,-68.45,-2858,1,11,3,47,5,0.79,,,37,1
24.2667,-67.1833,-5554,2,12,3,62,,0.8,,,49,1
5.5833,61.9517,-3560,,,,66,,0.85,,,56,1
5.5833,61.9333,-3560,,,,64,,0.84,,,54,1
2.75,60.25,-4806,,,,26,,0.71,,,19,1
2.9167,59.8833,-4697,,,,41,,0.74,,,31,1
1.9,56.1667,-4812,,,,73,,0.72,,,53,1
-1.6833,42.2167,-2255,,,,70,,0.84,,,59,1
-2.4,43.4,-3552,,,,64,,0.82,,,53,1
42.09,-113.56,1567,61,152,,37,,,,,,
42.13,-114.01,1597,50,200,,52,,2.09,,,109,
-2.5333,44.9333,-4160,,,,62,,0.78,,,48,1
-2.8,47.05,-4812,,,,61,,0.74,,,45,1
42.5275,-111.085,2286,0,1219,,34,,,,,,
-3.5,49.6667,-5042,,,,72,,0.74,,,54,1
-3.55,51.4833,-5100,,,,42,,0.71,,,30,1
-2.1667,57.4167,-4402,,,,22,,0.95,,,21,1
-2.2,57.3333,-4402,,,,52,,0.89,,,46,1
43.11,-111.22,2369,2829,3830,,54,,,,,,
43.11,-111.22,2369,0,3831,,33,,2.43,,,,
-6.65,54.2667,-3824,,,,75,,0.86,,,65,1
42.55,-111.31,2070,0,3551,,,,,,,,
-2.85,47,-4800,,,,66,,0.76,,,50,1
43.23,-111.2625,2473,0,1545,,,,,,,,
-2.5667,44.8833,-4180,,,,60,,0.8,,,48,1
-1.7,42.25,-2046,,,,61,,0.85,,,52,1
-3.5167,48.3833,-4940,,,,76,,0.75,,,57,1
-3.5667,50.4833,-5082,,,,71,,0.77,,,54,1
-2.4167,54.75,-4360,,,1,75,,0.84,,,63,1
11.1167,54.05,-4028,,,,75,,0.87,,,65,1
11.65,47.8333,-1900,,,,180,,0.9,,,161,1
12.4833,47.0333,-2197,,,,269,,0.96,,,258,1
43.105,-111.1175,2693,0,4158,,,,,,,,
12.9333,46.6,-1600,,,,150,,0.9,,,136,1
15.9667,41.5167,-1735,,7,2,181,,0.97,,,175,1
18.4,39.7833,-1480,,2,1,40,,1.1,,,44,1
82.5,-156.4333,-3747,,,,68,,0.89,,,61,1
82.2,-156.4,-3742,,,,67,,0.87,,,59,1
82.5167,-156.9,-3741,,,,67,,0.92,,,62,1
82.7,-158.0667,-3740,,,,63,,0.88,,,55,1
82.65,-157.4667,-3742,,,,67,,0.92,,,61,1
43.62,-111.66,1530,16,83,,156,,1.46,,,230,
82.7667,-156.85,-3743,,,,63,,0.9,,,57,1
